Week,Posts,PostsInWeek
10," Hasbro  told  girl : if you're blonde, cute, & named Barbie people want to play w/ you; if you're a bad ass chick no one wants you  WhereIsRey ",1474
10,"So women can run for office, lead countries, carry the future of our society, but they can't get an action figure? Thanks  Hasbro   WhereIsRey ",1474
10,"Speaking of  WhereIsRey , why the hell isn't ScarJo getting a Black Widow movie?Speaking of  WhereIsRey , why the hell isn't ScarJo getting a Black Widow movie?",1474
10,"Be the main character of a story, get ignored by toy manufacturers because you're a girl. SMH  WhereIsRey   Disney ",1474
10, Hasbro  will remove these restraints and leave this cell with the door open  WhereIsRey ,1474
10, StarWars  sexism?I think it's they didn't want to give away the main character  WhereIsRey   StarWars  StarWars  sexism?I think it's they didn't want to give away the main character  WhereIsRey   StarWars http://thebea.st/1QHn9DI  via thedailybeast,1474
10, WhereIsRey   Hasbro  you blew it she's the best part of the movie WhereIsRey   Hasbro  you blew it she's the best part of the movie,1474
10,"And that’s not all I’ve been called, because...angry dudes on Twitter, I guess.  WhereIsRey Since I wrote about  WhereIsRey , women have told me their frustrating experiences trying to find Rey while men have told me I'm wrong.",1474
10,Worth noting that  Target  left the female characters out of the  StarWars  Rebels set as well.  WhereIsRey ,1474
10, StarWars  Merch’s Sexism Problem:  WhereIsRey  Highlights Dearth in female  toy  http://thebea.st/1QHnbeA  via thedailybeast ,1474
10,AshleyJudd  StarWars  my two  girl  have been begging for Rey items and I've only found one...sad  WhereIsRey View conversation ,1474
10,"Kylo Ren, however, has MORE than one stand alone action figure. AND you can buy his lightsaber.  WhereIsRey Kylo Ren, however, has MORE than one stand alone action figure. AND you can buy his lightsaber.  WhereIsRey View conversation ",1474
10,"She still doesn't have a stand alone action figure though, which means you need to pay at least $20 to get one. WhereIsRey She still doesn't have a stand alone action figure though, which means you need to pay at least $20 to get one. WhereIsRey ",1474
10,"Finally jumped into a thread on the  WhereIsRey  stuff. Got sick of people claiming a 6"" figure is THE SAME as a 12"" doll.Finally jumped into a thread on the  WhereIsRey  stuff. Got sick of people claiming a 6"" figure is THE SAME as a 12"" doll.",1474
10,Hard to explain to my 7yr old daughter who wants to be like Rey why there is no action figure  WhereIsRey ,1474
10,It's 2015! I wanted 2 buy  StarWars   toy  4 my nephew.Couldn't find Rey.  StarWars  Merch’s Sexism Problem: http://thebea.st/1QHn9DI   WhereIsRey It's 2015! I wanted 2 buy  StarWars   toy  4 my nephew.Couldn't find Rey.  StarWars  Merch’s Sexism Problem: http://thebea.st/1QHn9DI   WhereIsRey  ,1474
10,Disappointed to see almost 0 female characters represented in the  StarWars  toy range at myer today  Disney Store  WhereIsRey ,1474
10, WhereIsRey  ??!! She was the best character in the whole damn movie!!! WhereIsRey  ??!! She was the best character in the whole damn movie!!!,1474
10,"Oh look, feminist are trying to bring their message of hate to  StarWars  with the hashtag  WhereIsRey  lmfao. What a fucking jokeOh look, feminist are trying to bring their message of hate to  StarWars  with the hashtag  WhereIsRey  lmfao. What a fucking joke",1474
10,The only Rey things left at the  Disney  store. But not in my size :'(  WhereIsRey  (Mountains of Kylo Ren...)The only Rey things left at the  Disney  store. But not in my size :'(  WhereIsRey  (Mountains of Kylo Ren...),1474
10,MsValF goldieblox  StarWars  yes indeed  WhereIsRey View conversation ,1474
10,Did it ever occur to them that I can like  StarWars  without it needing to be pink?!?!  WhereIsRey Did it ever occur to them that I can like  StarWars  without it needing to be pink?!?!  WhereIsRey ,1474
10,"The excuse that ""we left her out bc spoilers"" has got to be the worst thing I've ever heard. Oh no, there's a girl in the film!  WhereIsRey The excuse that ""we left her out bc spoilers"" has got to be the worst thing I've ever heard. Oh no, there's a girl in the film!  WhereIsRey ",1474
10,Cadê a Rey???  WhereIsRey ,1474
10,"And when those heroes are missing from the flood of  toy , that sends a message about who matters and who doesn't.  WhereIsRey And when those heroes are missing from the flood of  toy , that sends a message about who matters and who doesn't.  WhereIsRey View conversation ",1474
10,"Letting kids of all types see their own selves in their heroes helps them believe they can grow up heroes, too.  WhereIsRey Letting kids of all types see their own selves in their heroes helps them believe they can grow up heroes, too.  WhereIsRey View conversation ",1474
10,JulieMcgonagle MsValF goldieblox  StarWars  so disappointing  WhereIsRey ?View conversation ,1474
10, WhereIsRey  WhereIsRey ,1474
10,"Wandered through the  Disney Store in the Eaton's Centre   5,679 Kylo Rens, with and without mask, but no Reys. WhereIsRey ",1474
10,GirlHeroes GirlRoleModels GirlPower  girl Rock,1474
10,I swear the only Rey you you can get is the funko pop figure  WhereIsRey   WhereIsRey  ReyIsBaeI swear the only Rey you you can get is the funko pop figure  WhereIsRey   WhereIsRey  ReyIsBae,1474
10,I swear the only Rey you you can get is the funko pop figure  WhereIsRey   WhereIsRey  ReyIsBaeI swear the only Rey you you can get is the funko pop figure  WhereIsRey   WhereIsRey  ReyIsBae,1474
10,Playing sons' new  StarWars  Monopoly. Four characters to choose from...  WhereIsRey ?  StarWars Playing sons' new  StarWars  Monopoly. Four characters to choose from...  WhereIsRey ?  StarWars ,1474
10,Making a return Kohls today. More Episode 7 branded  StarWars  merch for Boba Fett and Darth Vader than Rey.  WhereIsRey ,1474
10,"For real, I'm looking for a legit  StarWars  action figure and I can't help but think  WhereIsRey  EVERYONE wants more ReyFor real, I'm looking for a legit  StarWars  action figure and I can't help but think  WhereIsRey  EVERYONE wants more Rey",1474
10,"Let me guess, designing a toy based on a female character is somehow 'more complicated.' https://twitter.com/DreamtimeDrinne/status/679422338757173248 …  WhereIsRey ",1474
10,"Anyone know a Forbes or BI reporter we can convince to do a headline of "" Hasbro  loses billions in toy sales""?  WhereIsRey Anyone know a Forbes or BI reporter we can convince to do a headline of "" Hasbro  loses billions in toy sales""?  WhereIsRey ",1474
10,Saw the ForceAwakens now even more horrified about the lack of Rey  toy . She rocks!  WhereIsRey Saw the ForceAwakens now even more horrified about the lack of Rey  toy . She rocks!  WhereIsRey ,1474
10,"Me, circa 1998, colored Luke *and* Leia. No excuse for 2015 toy companies exclude female characters.  WhereIsRey Me, circa 1998, colored Luke *and* Leia. No excuse for 2015 toy companies exclude female characters.  WhereIsRey ",1474
10,Are you kidding me??  WhereIsRey Are you kidding me??  WhereIsRey ,1474
10,"Hey  Disney ... how about instead of marketing to ""men"" and ""women"", just market to ""people"" and let us choose? FFS.  WhereIsRey ",1474
10,WheresNatasha WheresGamora  WhereIsRey  Notice a trend?WheresNatasha WheresGamora  WhereIsRey  Notice a trend?,1474
10,This isn't just about  toy  for  girl ; my boys want the main character action figure.  WhereIsRey This isn't just about  toy  for  girl ; my boys want the main character action figure.  WhereIsRey ,1474
10,". Disney  I'm almost 31 and I want to sit on my Rey sheet covered bed, look out my Rey curtains AND play with my Rey doll!  WhereIsRey ",1474
10, StarWars  Are you serious? You left out the main character that happens to be the only female? Why? WhereIsRey ,1474
10,has a girl Jedi   lose the pink pj's and rethink the selection http://bit.ly/1NJ1k2O ,1474
10,"Outrageous! She's the hero!  WhereIsRey No Rey figurine in the new  StarWars  Monopoly. Good lord, women still can't be action heroes. http://bzfd.it/1SifTO6   WhereIsRey ",1474
10,"Nephew ripped toy light saber out of my hand and informed me  girl  can't use them, only boys  WhereIsRey  ... Way to go  Disney Nephew ripped toy light saber out of my hand and informed me  girl  can't use them, only boys  WhereIsRey  ... Way to go  Disney ",1474
10,Kenedy Marshall Can you do something about these  Hasbro   toy ? Why is there no Rey?!  WhereIsRey ,1474
10,We published this super article on  WhereIsRey  last week. This matters.  toy  matter. Representation matters. http://www.gender focus.com/2015/12/24/ WhereIsRey  asks an all too familiar question/ …We published this super article on  WhereIsRey  last week. This matters.  toy  matter. Representation matters. http://www.gender focus.com/2015/12/24/ WhereIsRey  asks an all too familiar question/ …,1474
10,Soon a 3D printer shall be mine. Maybe I'll open an Etsy shop for female action figure knock offs  WhereIsRey Soon a 3D printer shall be mine. Maybe I'll open an Etsy shop for female action figure knock offs  WhereIsRey ,1474
10,HEY SO  WhereIsRey  IN THIS MILLENNIUM FALCON SET? TheForceAwakensHEY SO  WhereIsRey  IN THIS MILLENNIUM FALCON SET? TheForceAwakens StarWars ,1474
10,I rode Star Tours last week and it showed Finn piloting the Falcon????  WhereIsRey I rode Star Tours last week and it showed Finn piloting the Falcon????  WhereIsRey ,1474
10,heatherr_parker Really? Shame on you  Target ! She's the main character!  WhereIsRey View conversation ,1474
10,.Rosengeranium  > general Leia is something  girl  can strive for when they've grown old.  WhereIsRey  WheresGeneralLeiaView conversation ,1474
10,.Rosengeranium Because  girl  _and_ boys needs to see that women doesn't disappear in a puff of smoke after 25  WhereIsRey  WheresGeneralLeiaView conversation ,1474
10,Hey  Hasbro News  Hasbro uk WHERE IS THE MAIN  StarWars  CHARACTER IN ALL OF YOUR SETS? Did your assumptions fail you?  WhereIsRey ,1474
10,suttnutz count me as one of the men also infuriated by it. Anybody saying otherwise should be ignored / shunned 2015  WhereIsRey View conversation ,1474
10,This minuscule item is literally the only toy featuring Rey in the entire  Target .  WhereIsRey This minuscule item is literally the only toy featuring Rey in the entire  Target .  WhereIsRey ,1474
10,"Rey was a character with the most mystery prior to release. Finn, Poe, Chewie & Han have arcs well defined in trailers.  WhereIsRey Rey was a character with the most mystery prior to release. Finn, Poe, Chewie & Han have arcs well defined in trailers.  WhereIsRey ",1474
10,I would really love to know what market research goes into designing action figure distributions. Who buys? Who plays with them?  WhereIsRey I would really love to know what market research goes into designing action figure distributions. Who buys? Who plays with them?  WhereIsRey ,1474
10,"Men everywhere, too! We know who the hero is!  WhereIsRey ",1474
10,"You have to go hunting for ONE version of her online, but you have different poses and functions for the male characters  WhereIsRey You have to go hunting for ONE version of her online, but you have different poses and functions for the male characters  WhereIsRey ",1474
10, WhereIsRey  Where the fuck is the main female character in  StarWars TheForceAwakens merchandise? I'm so angry. WhereIsRey  Where the fuck is the main female character in  StarWars TheForceAwakens merchandise? I'm so angry.,1474
10,"No Rey figurine in the new  StarWars  Monopoly. Good lord, women still can't be action heroes. http://bzfd.it/1SifTO6   WhereIsRey No Rey figurine in the new  StarWars  Monopoly. Good lord, women still can't be action heroes. http://bzfd.it/1SifTO6   WhereIsRey ",1474
10,Can't find Rey  toy  anywhere for daughters who are begging for them! Posters it is!  WhereIsRey   StarWars Can't find Rey  toy  anywhere for daughters who are begging for them! Posters it is!  WhereIsRey   StarWars ,1474
10, WhereIsRey  WhereIsRey ,1474
10,We can believe in space magic but not that children will want to play with a female action figure?We can believe in space magic but not that children will want to play with a female action figure? WhereIsRey ,1474
10, WhereIsRey  UPDATE: WhereIsRey  UPDATE:,1474
10,Reminder this is not an isolated incident. Remember Black Widow and Gamora and their lack of merch as well  WhereIsRey Reminder this is not an isolated incident. Remember Black Widow and Gamora and their lack of merch as well  WhereIsRey ,1474
10,The only Lego set that my son wanted for Christmas was Rey's speeder. It's not just women asking  WhereIsRey  ?,1474
10,"I found this canvas print in tjmaxx, but it was the only one they had next to multiple BB 8 prints  WhereIsRey ",1474
10,"What's so weird about  WhereIsRey  is that from 1977 though the 80s, Leia  toy  were EVERYWHERE. Is this the future of 'algorithmic' marketing?What's so weird about  WhereIsRey  is that from 1977 though the 80s, Leia  toy  were EVERYWHERE. Is this the future of 'algorithmic' marketing?",1474
